Student_ID,Gender,Branch,Year_of_Study,Age,CGPA,10th_Percentage,12th_Percentage,Backlogs,Attendance_Percentage,Aptitude_Score,IQ_Score,Programming_Score,Technical_Skills_Score,Certifications_Count,Projects_Done,Internship_Count,Internship_Duration_Months,Communication_Score,Teamwork_Score,Leadership_Score,Confidence_Level,Adaptability_Score,Placement_Status,Company_Name,Job_Profile,Salary_Package_LPA,Offer_Type,Family_Income,Location_Type,Placement_Readiness_Score
S1017,Female,ECE,4,23,8.85,94.7,72.9,1,74.1,5.8,102,5.5,8.1,1,3,1,10,5.2,6.5,6.6,5.8,8.3,Not Placed,Accenture,Software Engineer,7.9,On-Campus,1014405,Rural,6.84
S1018,Male,IT,3,21,7.57,87.4,85.3,0,87.7,7.5,117,5.7,5.4,2,1,0,7,7.2,6.9,8.1,6.9,5.3,Placed,TCS,,12.9,On-Campus,423147,Rural,6.36
S1019,Female,ME,4,20,7.03,92.3,66.1,3,87.0,9.3,100,6.5,9.7,1,4,2,3,8.9,5.7,8.6,6.8,7.6,Not Placed,Accenture,Data Engineer,14.7,Off-Campus,972623,Urban,7.88
S1020,Male,EEE,3,21,7.39,66.8,80.7,2,99.1,8.4,99,8.8,7.9,2,4,1,11,7.5,6.4,5.1,9.3,8.8,Placed,TCS,Analyst,14.6,On-Campus,621166,Rural,7.56
S1021,Male,ECE,3,22,9.18,93.6,84.3,0,96.5,9.2,128,6.5,7.5,1,2,1,3,8.2,6.2,5.2,7.8,6.4,Not Placed,Wipro,,14.8,Off-Campus,1055681,Rural,7.89
S1022,Male,EEE,3,21,8.5,65.0,72.0,4,98.4,6.3,113,7.0,9.2,3,1,1,4,8.2,6.5,9.9,9.3,5.3,Placed,,Software Engineer,13.2,On-Campus,359396,Rural,7.5
S1023,Female,EEE,3,21,9.75,77.8,84.3,3,73.4,9.4,127,6.5,9.3,0,1,2,5,8.4,6.5,7.3,5.7,7.4,Placed,TCS,Developer,5.6,Off-Campus,1486748,Rural,8.17
S1024,Female,EEE,3,22,8.72,89.0,90.9,2,96.0,8.8,113,5.4,7.6,2,4,2,10,6.9,7.8,9.7,6.8,9.2,Placed,,Analyst,3.7,Off-Campus,1406924,Semi-Urban,7.67
S1025,Female,ME,4,23,8.28,72.2,76.5,3,73.9,8.6,122,9.7,9.6,3,5,1,6,6.9,6.3,8.6,7.8,6.3,Placed,Accenture,Software Engineer,12.7,Off-Campus,1373106,Rural,8.09
S1026,Female,CE,3,20,8.44,74.9,73.4,1,89.0,6.7,106,7.7,5.3,0,4,0,5,5.0,9.7,6.9,5.8,8.6,Placed,,Analyst,6.7,Off-Campus,1449600,Urban,6.41
S1027,Female,EEE,3,22,9.77,64.5,68.8,2,91.6,9.4,133,8.9,5.6,0,4,2,6,5.8,7.6,5.8,5.6,7.0,Not Placed,Amazon,Developer,7.1,On-Campus,577350,Semi-Urban,7.47
S1028,Male,CSE,4,21,9.15,64.3,81.1,4,74.8,8.2,125,8.3,8.0,4,4,2,8,9.8,5.6,9.9,8.3,5.3,Placed,Deloitte,Intern,3.9,Off-Campus,229598,Rural,8.2
S1029,Male,IT,4,20,6.1,81.7,90.8,2,89.0,9.3,124,7.6,6.8,4,3,0,3,9.2,6.4,7.9,8.3,6.5,Placed,Accenture,Intern,11.6,On-Campus,580862,Semi-Urban,7.1
S1030,Male,ME,3,22,8.14,83.6,71.4,4,71.6,6.8,95,5.4,7.3,4,6,1,9,6.4,8.6,6.0,6.2,6.6,Placed,Infosys,Developer,8.2,Off-Campus,1437932,Rural,7.12
S1031,Male,ECE,4,20,8.75,87.2,73.9,1,78.8,5.7,105,8.2,6.6,2,1,0,0,7.0,5.1,8.4,6.1,9.5,Placed,Capgemini,Developer,5.5,Off-Campus,550399,Rural,6.5
S1032,Female,ME,4,20,8.99,79.5,74.2,4,97.6,6.7,134,5.8,7.0,2,6,2,8,9.7,9.7,5.5,8.7,9.9,Not Placed,Deloitte,Intern,10.8,Off-Campus,1451349,Semi-Urban,7.88
S1033,Male,ECE,3,22,6.85,82.6,79.6,3,75.2,7.3,117,7.1,9.1,0,3,1,6,6.3,7.2,9.3,5.6,6.0,Placed,Wipro,Developer,14.8,Off-Campus,899198,Semi-Urban,6.82
S1034,Female,ME,3,20,9.47,60.5,68.0,0,72.0,7.7,130,8.1,8.0,2,5,1,3,7.7,7.6,5.5,9.6,7.2,Not Placed,Deloitte,Developer,9.0,Off-Campus,576911,Semi-Urban,8.21
S1035,Male,ECE,4,23,9.82,65.7,88.8,3,83.3,7.6,121,8.9,10.0,0,2,0,9,5.1,9.9,6.2,9.7,9.9,Not Placed,Infosys,Developer,10.3,On-Campus,1050347,Semi-Urban,8.15
S1036,Female,EEE,3,22,6.95,94.5,70.3,3,95.5,7.7,115,8.4,8.9,3,5,2,7,8.1,7.5,5.5,9.4,7.0,Not Placed,Accenture,Intern,5.0,Off-Campus,273830,Urban,7.66
S1037,Female,CE,3,23,9.53,62.7,84.7,2,72.3,9.2,100,8.4,6.4,1,1,2,11,9.7,9.7,5.5,6.1,6.7,Placed,,Intern,4.9,On-Campus,585752,Semi-Urban,7.66
S1038,Male,ECE,4,21,6.39,83.8,78.0,1,80.7,5.9,114,5.7,6.3,0,2,1,6,9.4,9.6,7.6,5.1,5.5,Not Placed,Capgemini,,8.5,Off-Campus,789396,Urban,6.01
S1039,Male,ECE,3,20,6.22,66.2,80.5,0,97.0,6.6,120,6.7,6.7,0,6,2,11,7.5,9.7,8.4,9.7,8.8,Placed,Infosys,Analyst,13.1,Off-Campus,1283794,Rural,6.85
S1040,Male,CSE,3,21,6.52,85.1,66.3,4,73.5,9.4,110,5.2,9.2,3,5,1,1,8.2,9.1,8.9,6.7,7.2,Placed,Wipro,Intern,13.9,Off-Campus,1491009,Rural,7.67
S1041,Male,ECE,3,21,6.23,84.7,85.7,2,79.3,7.8,134,8.6,5.1,4,1,1,0,7.8,6.5,8.5,6.6,8.2,Placed,Infosys,Analyst,10.7,Off-Campus,225315,Semi-Urban,5.99
S1042,Female,CSE,3,20,9.38,68.2,66.6,1,93.4,7.9,92,9.8,6.2,5,5,1,8,5.3,6.7,6.8,6.3,7.5,Placed,TCS,Intern,7.3,On-Campus,1221517,Rural,7.29
S1043,Male,IT,3,22,6.24,69.4,64.0,0,86.3,7.4,101,6.3,9.5,4,2,2,6,5.8,6.8,7.8,6.2,5.9,Not Placed,Capgemini,Data Engineer,12.0,Off-Campus,438161,Urban,6.65
S1044,Male,EEE,4,20,7.09,82.9,79.1,3,95.0,7.7,129,5.4,8.2,4,2,0,9,9.8,9.9,9.6,8.7,5.9,Placed,Capgemini,Analyst,6.5,On-Campus,902679,Urban,7.36
S1045,Female,CSE,4,21,6.42,73.7,84.8,1,73.3,6.0,135,7.4,6.1,0,5,1,0,6.3,6.8,6.9,9.5,9.7,Not Placed,Deloitte,Developer,5.6,On-Campus,891677,Semi-Urban,6.43
S1046,Male,CE,3,21,7.18,66.8,61.8,1,97.6,7.7,130,9.3,6.1,0,3,0,3,6.9,5.5,6.3,8.9,9.4,Placed,Amazon,Data Engineer,12.5,On-Campus,1281906,Semi-Urban,6.79
S1047,Male,EEE,4,22,6.36,85.6,62.4,1,98.0,10.0,114,7.8,9.3,2,5,0,4,7.5,8.9,7.6,8.4,8.1,Not Placed,Amazon,,12.0,On-Campus,221394,Semi-Urban,7.86
S1048,Male,CSE,3,20,8.67,65.4,88.1,3,74.7,7.8,106,5.2,9.5,2,6,0,4,9.9,6.8,6.5,6.4,5.0,Placed,Amazon,Intern,13.6,On-Campus,562147,Urban,8.29
S1049,Male,EEE,3,21,6.53,89.9,88.3,4,71.0,5.2,127,9.9,6.3,1,5,0,4,8.4,8.1,6.3,7.7,7.2,Not Placed,Wipro,Intern,9.9,On-Campus,1074746,Semi-Urban,6.37
S1050,Male,EEE,3,23,9.41,78.0,68.6,2,99.7,9.0,125,9.1,7.1,1,5,0,10,8.1,9.6,8.9,6.2,7.7,Not Placed,Amazon,,13.8,Off-Campus,307220,Urban,7.97
S1051,Female,EEE,3,21,9.27,63.7,81.5,4,84.5,7.0,125,5.7,9.2,5,3,1,2,7.6,7.9,9.5,5.6,7.2,Placed,,Data Engineer,3.3,On-Campus,361653,Urban,7.64
S1052,Male,IT,3,21,6.05,84.3,75.5,0,87.2,5.8,108,9.6,8.9,2,4,2,4,8.5,8.2,7.5,5.6,9.6,Placed,Capgemini,Software Engineer,6.0,On-Campus,1110745,Rural,6.56
S1053,Male,CE,4,22,9.58,78.2,82.1,2,88.5,9.3,133,7.3,9.1,0,2,0,3,8.3,8.2,8.9,8.0,5.2,Not Placed,Accenture,Developer,12.7,On-Campus,906407,Rural,8.38
S1054,Male,ME,4,23,6.12,70.4,90.2,0,93.7,6.0,91,6.9,7.6,3,6,2,4,9.5,8.1,5.9,5.2,8.3,Placed,Capgemini,Analyst,8.1,On-Campus,337300,Semi-Urban,6.63
S1055,Male,ME,3,21,6.96,74.8,62.8,3,94.4,9.6,106,7.3,9.6,2,1,2,6,7.7,5.8,7.7,9.9,6.6,Placed,Deloitte,Data Engineer,5.9,On-Campus,1017666,Semi-Urban,7.79
S1056,Male,CSE,4,21,6.13,70.4,87.2,4,75.8,7.2,119,9.2,6.6,0,2,1,4,7.1,7.3,8.2,10.0,7.8,Not Placed,Infosys,Analyst,12.6,On-Campus,580932,Semi-Urban,6.51
S1057,Female,EEE,3,23,7.34,69.2,77.3,1,77.1,8.7,136,8.3,5.8,2,2,0,7,9.0,5.0,7.5,5.7,8.3,Placed,TCS,Intern,12.9,Off-Campus,546346,Semi-Urban,6.77
S1058,Male,CSE,4,20,8.06,65.7,79.7,2,96.3,7.7,99,5.3,8.5,4,4,2,7,9.0,8.1,5.6,7.1,7.2,Placed,Accenture,Software Engineer,8.5,Off-Campus,953052,Urban,7.67
S1059,Female,IT,3,20,9.19,72.7,82.9,1,94.6,6.3,124,9.8,7.7,2,2,2,2,5.8,7.9,8.7,8.8,5.7,Placed,Amazon,,8.6,On-Campus,986806,Semi-Urban,7.22
S1060,Female,IT,4,21,7.35,68.8,92.3,0,88.5,8.4,125,5.7,9.3,5,2,0,4,6.2,6.6,9.2,9.8,7.6,Placed,Amazon,Software Engineer,12.4,On-Campus,406194,Rural,7.55
S1061,Male,ECE,3,21,8.82,83.9,62.0,1,99.8,9.8,122,8.7,5.4,4,3,1,11,9.8,7.6,8.2,9.5,9.7,Placed,Accenture,Analyst,12.3,Off-Campus,1388680,Semi-Urban,7.92
S1062,Male,IT,3,20,6.75,83.9,61.0,1,92.1,8.8,90,8.2,9.2,0,3,1,3,7.2,7.5,5.8,6.3,7.7,Not Placed,,,13.4,On-Campus,1242114,Urban,7.28
S1063,Male,ECE,4,22,9.0,77.6,66.2,3,76.5,8.0,107,5.9,6.5,4,3,0,4,7.6,6.3,5.4,5.4,5.6,Not Placed,Amazon,Intern,10.7,Off-Campus,1278665,Rural,7.2
S1064,Male,CE,4,23,6.94,87.2,94.5,3,95.4,10.0,93,5.9,8.3,2,3,2,7,6.6,6.5,6.5,6.4,9.1,Placed,TCS,,5.2,Off-Campus,935892,Rural,7.34
S1065,Female,CSE,3,23,6.57,89.4,85.0,4,82.4,6.3,136,9.4,5.2,4,3,1,3,7.4,8.8,5.2,7.2,6.1,Placed,Deloitte,,9.6,Off-Campus,851240,Semi-Urban,6.03
S1066,Male,CE,4,22,6.74,80.3,81.5,0,71.1,5.3,116,7.1,8.0,5,6,1,4,8.7,8.8,9.2,6.8,6.9,Placed,Accenture,Software Engineer,7.6,On-Campus,237491,Rural,6.83
S1067,Male,IT,3,22,6.73,81.7,61.6,3,79.6,5.2,114,8.3,8.6,3,1,2,6,7.4,7.3,8.5,8.9,7.1,Not Placed,Accenture,Developer,3.3,Off-Campus,283971,Rural,6.51
S1068,Male,CE,4,22,8.05,69.9,90.8,3,92.9,8.6,117,7.5,6.8,4,4,2,2,6.6,8.6,7.8,6.3,6.7,Placed,,Intern,5.4,Off-Campus,1394517,Semi-Urban,7.18
S1069,Male,CE,4,22,9.38,91.3,88.4,4,98.8,9.2,111,8.6,6.1,5,5,2,5,5.5,7.3,9.4,9.3,7.0,Not Placed,Amazon,Data Engineer,5.5,On-Campus,572550,Semi-Urban,7.85
S1070,Male,CE,3,22,6.32,60.8,83.3,2,78.3,8.2,131,7.4,7.7,4,6,2,8,9.6,9.3,5.6,6.1,9.0,Placed,Infosys,Data Engineer,4.0,On-Campus,869373,Urban,7.25
S1071,Male,IT,4,22,8.83,72.2,71.9,4,77.4,9.5,114,6.4,9.2,1,3,0,10,9.4,6.7,8.6,6.8,6.1,Placed,Wipro,Data Engineer,8.4,Off-Campus,1162442,Rural,8.31
S1072,Female,EEE,4,23,8.62,85.3,62.5,1,86.9,8.5,106,6.8,6.6,3,4,2,3,9.0,9.6,5.7,7.2,7.4,Placed,TCS,Developer,9.1,On-Campus,635612,Semi-Urban,7.63
S1073,Female,CE,3,22,9.49,62.8,80.3,1,94.4,6.9,133,9.3,6.3,0,5,1,3,8.5,7.7,5.3,6.5,5.1,Placed,Deloitte,Intern,7.1,On-Campus,988796,Rural,7.49
S1074,Male,ECE,4,20,6.98,66.4,85.2,3,92.4,5.9,101,7.3,6.4,5,2,2,5,7.6,7.7,5.7,8.8,7.5,Placed,Capgemini,,7.9,Off-Campus,608090,Semi-Urban,6.39
S1075,Male,IT,3,22,7.8,80.6,63.3,3,86.8,9.6,105,6.1,9.7,4,6,2,5,9.5,8.4,9.8,7.0,5.6,Not Placed,Infosys,Analyst,9.6,On-Campus,1157870,Urban,8.45
S1076,Male,CE,3,22,9.7,79.6,82.2,4,88.9,5.5,126,9.7,6.8,3,2,0,2,9.0,6.7,7.2,9.4,6.4,Not Placed,TCS,Analyst,4.4,Off-Campus,207821,Semi-Urban,7.41
S1077,Female,EEE,3,23,8.64,85.9,70.0,4,77.3,7.7,105,9.0,5.0,0,4,0,0,9.1,8.6,5.2,9.8,6.6,Not Placed,Capgemini,Intern,9.7,On-Campus,991046,Semi-Urban,7.42
S1078,Male,IT,3,23,7.56,88.4,86.7,0,83.0,6.6,106,5.3,8.9,3,1,2,2,6.5,6.6,7.9,9.3,5.4,Placed,TCS,Developer,11.5,Off-Campus,828622,Urban,7.05
S1079,Female,ME,3,22,6.53,64.5,78.9,1,77.7,6.4,120,10.0,8.5,5,1,0,7,7.1,7.0,6.0,7.6,6.8,Placed,Wipro,Intern,13.5,On-Campus,1422058,Semi-Urban,6.51
S1080,Male,EEE,4,23,7.05,60.6,64.5,4,96.5,8.2,104,8.5,5.6,1,4,0,7,8.5,8.4,5.0,7.5,7.5,Placed,,Analyst,6.6,Off-Campus,639244,Urban,6.88
S1081,Male,ECE,3,21,8.32,84.1,78.4,2,73.4,6.2,102,5.8,9.9,5,1,0,5,6.9,6.9,8.8,6.1,7.2,Placed,Wipro,Intern,12.0,On-Campus,1403499,Rural,7.12
S1082,Male,CE,3,23,8.87,70.5,73.9,0,90.4,9.6,129,6.2,8.0,5,1,0,6,7.5,6.0,5.8,8.0,6.4,Placed,Capgemini,Data Engineer,10.3,Off-Campus,584053,Rural,7.83
S1083,Male,ME,4,23,6.5,81.9,66.3,4,77.8,7.0,116,8.5,7.5,0,2,2,1,8.2,9.4,9.7,9.8,6.5,Placed,,,9.0,On-Campus,1444321,Rural,6.85
S1084,Female,ME,4,23,8.4,65.3,89.5,3,84.3,8.4,110,8.9,6.9,0,1,0,8,7.2,9.6,8.0,5.4,8.2,Not Placed,Capgemini,Intern,14.0,On-Campus,1313536,Semi-Urban,6.94
S1085,Female,IT,4,23,8.2,76.4,60.4,4,79.0,8.6,91,6.2,9.5,4,1,0,2,9.0,8.1,5.4,8.8,8.6,Placed,Deloitte,,10.4,Off-Campus,1326117,Urban,7.96
S1086,Male,ME,3,20,8.06,77.7,70.9,3,79.7,8.4,97,6.3,6.2,2,4,1,1,5.6,9.1,6.1,9.3,7.9,Not Placed,Amazon,Software Engineer,7.4,On-Campus,1021458,Semi-Urban,7.23
S1087,Male,ECE,3,20,8.76,80.5,60.4,3,77.8,9.5,131,6.5,6.4,5,1,2,4,8.6,9.9,8.1,9.9,9.9,Not Placed,Accenture,Intern,11.6,Off-Campus,818264,Semi-Urban,7.76
S1088,Female,ECE,3,20,9.35,78.0,63.4,1,92.6,6.2,96,8.0,5.6,0,6,0,0,5.7,8.1,6.7,6.7,9.7,Placed,Capgemini,Analyst,14.5,On-Campus,953733,Semi-Urban,7.01
S1089,Female,CSE,4,22,7.29,77.3,70.4,1,81.0,5.4,99,5.9,8.8,5,3,1,4,9.7,9.5,7.7,6.8,5.5,Not Placed,,Analyst,14.0,On-Campus,799340,Urban,6.98
S1090,Female,ECE,3,22,9.56,71.6,61.9,4,91.8,5.3,93,5.5,8.0,5,3,0,9,6.6,6.8,9.0,6.1,6.3,Placed,Wipro,,14.8,Off-Campus,440707,Semi-Urban,7.1
S1091,Female,EEE,4,21,6.64,62.5,80.9,4,83.7,9.4,132,8.4,8.0,0,4,2,3,9.0,8.5,9.0,8.9,9.3,Placed,Deloitte,Analyst,4.1,On-Campus,442841,Semi-Urban,7.66
S1092,Male,ME,3,20,6.69,63.1,63.0,2,86.4,9.9,130,8.9,6.1,1,3,1,11,7.6,5.3,8.5,5.7,5.1,Placed,TCS,Data Engineer,8.3,Off-Campus,624397,Urban,6.84
S1093,Female,ECE,4,22,7.07,75.2,84.6,0,86.3,6.5,125,7.5,8.3,1,2,1,5,5.5,8.9,9.4,6.3,8.0,Placed,Accenture,Analyst,8.2,On-Campus,1420541,Urban,6.46
S1094,Male,IT,3,23,6.48,72.5,61.8,0,99.3,8.5,124,6.8,8.8,5,6,2,11,7.9,9.1,6.0,6.5,9.8,Placed,Amazon,Software Engineer,7.6,Off-Campus,631292,Rural,7.44
S1095,Female,CSE,3,23,6.92,78.1,62.1,4,81.0,5.0,132,7.2,6.8,1,6,1,4,9.6,7.0,5.9,6.9,8.4,Placed,Infosys,Intern,5.1,On-Campus,716780,Urban,6.69
S1096,Female,ME,3,20,6.43,70.7,70.7,1,76.2,5.9,92,6.9,9.0,5,4,1,8,5.8,8.2,9.0,7.1,5.5,Not Placed,TCS,Developer,13.0,On-Campus,1417492,Rural,6.6
S1097,Female,CSE,4,21,9.29,84.1,91.4,2,97.4,8.4,107,9.8,6.7,4,1,0,4,6.6,9.3,6.6,7.8,8.7,Not Placed,Accenture,Analyst,11.1,Off-Campus,1009741,Rural,7.35
S1098,Female,ME,4,21,6.56,90.2,82.4,0,75.2,5.3,135,8.8,8.8,0,3,1,7,7.2,9.4,7.6,9.7,6.9,Placed,Deloitte,Intern,10.3,On-Campus,649188,Semi-Urban,6.78
S1099,Female,IT,3,23,8.99,70.5,87.0,4,95.0,7.3,132,6.0,5.2,5,2,2,11,6.4,5.5,8.7,6.2,9.6,Placed,Infosys,Data Engineer,8.4,On-Campus,1104833,Semi-Urban,6.66
S1100,Male,CSE,3,21,6.19,66.8,65.0,1,74.5,8.3,113,6.9,7.8,1,4,0,1,9.7,9.1,7.0,8.9,6.4,Placed,Accenture,Intern,7.7,Off-Campus,851109,Semi-Urban,7.34
S1101,Male,CE,3,20,9.79,64.1,89.2,1,89.8,8.8,121,7.7,9.8,1,4,1,2,6.9,6.4,5.7,8.4,7.4,Placed,TCS,Analyst,12.4,On-Campus,530881,Semi-Urban,8.59
S1102,Female,EEE,4,23,8.84,81.6,60.3,1,74.5,7.3,123,8.1,9.9,3,1,0,2,8.3,8.6,8.4,5.6,8.7,Placed,Wipro,Analyst,9.3,Off-Campus,545984,Semi-Urban,7.58
S1103,Female,EEE,3,22,6.03,75.5,67.5,3,97.7,8.2,91,7.3,6.4,3,5,2,2,6.1,6.6,9.1,9.1,6.3,Placed,Deloitte,,10.3,On-Campus,946159,Semi-Urban,6.75
S1104,Male,ME,3,22,9.06,66.6,81.6,1,87.0,7.7,91,9.1,7.2,1,3,1,5,6.1,5.3,5.1,5.5,5.9,Placed,Infosys,Analyst,4.2,On-Campus,1272477,Semi-Urban,7.16
S1105,Female,CE,3,21,8.06,82.9,73.1,4,79.9,5.3,99,8.8,5.3,4,2,2,6,5.9,6.0,7.8,8.7,5.0,Placed,,Software Engineer,8.7,Off-Campus,508836,Rural,6.2
S1106,Female,CSE,3,23,9.12,65.2,94.4,2,74.2,8.7,112,7.5,9.4,2,4,2,6,7.2,7.0,7.3,8.6,7.4,Placed,Capgemini,Intern,4.6,Off-Campus,864622,Rural,8.34
S1107,Male,CE,4,23,8.09,79.4,61.1,4,81.1,5.9,104,9.3,7.8,5,3,1,11,7.7,8.7,6.3,8.4,9.6,Placed,Wipro,,3.6,On-Campus,1484848,Semi-Urban,7.08
S1108,Female,CE,4,22,8.56,78.5,95.0,1,91.2,5.2,101,8.8,6.9,3,2,1,6,5.1,5.5,5.8,6.4,6.4,Placed,Capgemini,Developer,11.3,Off-Campus,499010,Semi-Urban,6.34
S1109,Female,CSE,3,23,9.15,85.7,81.8,2,81.5,7.3,132,8.9,5.6,5,6,0,11,9.2,9.1,5.9,7.9,5.2,Not Placed,Capgemini,Software Engineer,6.3,On-Campus,1403608,Rural,7.64
S1110,Male,IT,3,23,7.62,61.9,79.6,0,77.4,9.3,106,9.8,9.7,3,6,2,2,7.6,10.0,8.6,8.8,8.1,Not Placed,Infosys,Developer,14.6,On-Campus,1169514,Rural,8.33
S1111,Male,CE,4,23,6.01,91.1,62.1,0,87.3,5.8,107,6.3,7.7,0,2,1,0,5.8,8.9,7.7,8.2,5.3,Placed,Amazon,Analyst,10.3,Off-Campus,1391661,Urban,6.1
S1112,Male,CE,4,21,9.4,84.6,69.6,4,82.5,5.1,103,6.3,6.4,0,6,2,5,5.3,7.4,9.9,9.0,7.5,Placed,Accenture,Developer,10.7,Off-Campus,451710,Urban,7.15
S1113,Female,IT,3,23,7.52,67.6,92.4,2,75.0,5.5,106,9.4,6.8,1,4,1,2,5.3,7.8,6.2,8.4,6.9,Placed,Accenture,Developer,5.4,Off-Campus,733921,Semi-Urban,6.49
S1114,Male,CE,4,20,7.98,66.4,72.4,4,74.6,6.8,104,8.9,6.4,0,3,2,2,6.3,5.0,9.8,6.4,7.4,Placed,,Software Engineer,4.5,Off-Campus,1087002,Semi-Urban,6.6
S1115,Male,CE,4,21,6.03,75.1,83.2,2,91.2,7.9,101,9.6,8.0,0,2,0,2,7.5,6.0,7.6,5.8,5.8,Not Placed,Amazon,Software Engineer,9.3,On-Campus,1136136,Semi-Urban,6.52
S1116,Male,CE,3,23,7.97,88.6,95.0,2,99.2,6.0,105,5.3,9.6,2,4,2,8,9.3,9.5,5.7,8.2,5.5,Placed,Deloitte,Intern,14.1,On-Campus,895834,Rural,7.66
S1117,Male,EEE,4,23,9.95,89.5,69.2,4,77.0,9.0,121,8.1,9.3,4,3,1,11,9.5,5.1,5.7,8.8,8.7,Not Placed,Infosys,Developer,3.7,Off-Campus,307096,Semi-Urban,8.78
S1118,Male,ECE,4,20,7.11,78.2,80.2,2,93.2,8.8,112,5.7,7.3,1,3,0,3,9.2,9.5,8.0,5.7,6.2,Placed,Accenture,Software Engineer,9.1,On-Campus,1486543,Semi-Urban,7.14
S1119,Male,IT,3,21,7.58,90.1,84.4,1,72.6,8.5,127,7.5,9.1,2,4,0,4,6.6,5.6,9.2,5.9,9.0,Not Placed,Amazon,Intern,5.4,Off-Campus,1446191,Semi-Urban,7.44
S1120,Female,CE,3,22,8.75,60.2,65.8,2,81.4,7.4,123,5.8,7.1,1,3,1,2,6.5,5.7,8.7,5.1,8.8,Placed,TCS,Developer,12.4,On-Campus,1126462,Urban,6.98
S1121,Female,EEE,4,22,9.26,61.2,65.2,2,85.2,6.8,123,5.6,6.3,4,5,0,9,9.9,5.9,8.3,7.7,6.0,Placed,TCS,Developer,11.2,Off-Campus,1085168,Urban,7.66
S1122,Male,IT,3,21,7.67,91.9,76.0,4,78.1,6.9,105,5.1,9.9,1,2,2,11,8.4,9.0,5.9,7.7,9.5,Placed,Amazon,,4.2,On-Campus,1011407,Semi-Urban,7.47
S1123,Male,ME,4,23,7.24,87.1,73.5,0,85.9,7.5,123,8.2,6.5,5,2,2,0,6.5,7.4,5.5,7.5,5.8,Not Placed,Accenture,Analyst,10.4,On-Campus,1352001,Rural,6.57
S1124,Male,ME,3,23,9.75,75.8,85.0,3,96.5,5.4,129,6.8,6.6,5,3,1,11,6.6,5.7,5.0,6.6,9.0,Placed,Capgemini,Software Engineer,14.8,Off-Campus,757384,Urban,6.94
S1125,Female,CE,4,22,8.71,86.4,62.4,2,98.3,8.4,96,5.5,9.9,5,4,2,3,7.2,8.4,5.5,7.1,7.1,Placed,Capgemini,Data Engineer,9.3,On-Campus,247486,Semi-Urban,8.1
S1126,Female,EEE,3,22,6.48,93.4,94.0,3,73.0,6.8,122,6.6,5.7,0,1,1,0,8.1,9.7,8.8,8.8,5.9,Not Placed,Amazon,,6.4,Off-Campus,267148,Urban,6.23
S1127,Female,EEE,4,22,6.28,87.0,60.5,2,78.2,6.1,93,5.8,8.8,4,6,0,10,9.5,7.9,9.5,5.9,9.7,Placed,Deloitte,Software Engineer,4.8,Off-Campus,1080717,Rural,7.0
S1128,Female,IT,4,20,7.93,89.5,81.0,4,99.4,6.4,132,9.7,9.7,2,3,2,10,6.0,5.5,6.2,6.0,9.8,Placed,Capgemini,,14.9,On-Campus,622219,Rural,7.1
S1129,Female,IT,4,22,6.88,86.6,79.7,4,78.1,5.9,96,6.6,7.6,2,1,1,6,5.4,5.3,9.0,8.3,7.6,Not Placed,Deloitte,Analyst,9.8,On-Campus,908757,Rural,6.23
S1130,Female,EEE,3,20,7.02,65.9,64.7,2,90.8,9.5,107,6.7,5.0,3,3,2,6,7.0,9.0,6.0,9.3,7.3,Placed,TCS,,7.5,On-Campus,665455,Rural,6.94
S1131,Female,IT,3,21,9.51,89.2,65.3,4,77.6,5.8,93,9.2,6.9,2,1,0,3,6.2,8.1,6.2,6.7,9.5,Placed,Wipro,,5.6,Off-Campus,305073,Semi-Urban,6.78
S1132,Female,EEE,4,23,6.36,66.8,87.7,4,80.7,9.4,138,8.2,5.6,5,3,0,4,7.9,9.6,6.1,9.7,8.0,Placed,Infosys,Intern,14.4,On-Campus,877368,Rural,6.97
S1133,Female,ECE,4,22,8.86,91.2,91.1,2,75.7,7.9,100,8.6,7.1,5,4,2,9,8.5,7.7,5.3,5.3,6.3,Placed,Wipro,Software Engineer,10.5,On-Campus,1435519,Semi-Urban,7.44
S1134,Male,EEE,3,23,7.08,76.1,69.9,0,95.7,9.3,132,8.2,9.0,3,6,0,6,6.6,5.3,6.0,5.6,7.1,Placed,Deloitte,Developer,3.7,Off-Campus,925141,Rural,7.6
S1135,Male,ME,3,23,9.04,83.7,75.3,2,96.5,7.4,109,9.7,7.2,0,1,1,5,8.4,7.0,6.9,7.3,9.2,Placed,,Data Engineer,3.7,On-Campus,996232,Semi-Urban,7.3
S1136,Male,IT,3,22,8.89,77.4,72.4,0,78.9,9.6,100,6.0,7.2,2,5,2,3,6.7,8.3,7.0,8.6,9.3,Placed,,Intern,14.3,On-Campus,1038702,Rural,8.06
S1137,Male,EEE,3,22,6.03,63.3,62.5,4,94.7,6.1,104,9.9,7.8,4,4,2,3,8.2,6.9,6.5,6.9,9.7,Placed,Capgemini,Software Engineer,11.5,On-Campus,1347241,Semi-Urban,6.5
S1138,Female,EEE,3,21,8.04,70.2,83.6,0,80.7,7.8,135,9.2,7.9,3,6,0,1,8.2,10.0,7.6,7.8,6.4,Not Placed,Wipro,Intern,4.2,On-Campus,1233908,Urban,7.75
S1139,Female,IT,3,20,6.56,94.4,88.9,4,73.0,5.6,106,7.9,9.3,2,3,1,9,6.4,7.0,6.9,5.1,8.4,Not Placed,Deloitte,Developer,10.5,On-Campus,431797,Semi-Urban,6.4
